# Device Information: 
# Manufacturer:LGE
# Model: Nexus 4
# API-level: 21
# LGE Accelerometer Sensor: 
#     Resolution: 0.0011901855
#     Minimal Delay: 5000
#     Sensor Type: 1
# LGE Magnetometer Sensor: 
#     Resolution: 0.14953613
#     Minimal Delay: 20000
#     Sensor Type: 2
# Orientation: 
#     Resolution: 0.1
#     Minimal Delay: 5000
#     Sensor Type: 3
# LGE Proximity Sensor: 
#     Resolution: 0.10070801
#     Minimal Delay: 50000
#     Sensor Type: 8
# LGE Light Sensor: 
#     Resolution: 0.009994507
#     Minimal Delay: 50000
#     Sensor Type: 5
# LGE Gyroscope Sensor: 
#     Resolution: 0.0010681152
#     Minimal Delay: 5000
#     Sensor Type: 4
# LGE Barometer Sensor: 
#     Resolution: 0.009994507
#     Minimal Delay: 33333
#     Sensor Type: 6
# LGE Magnetometer Sensor: 
#     Resolution: 0.14953613
#     Minimal Delay: 20000
#     Sensor Type: 14
# LGE Gyroscope Sensor: 
#     Resolution: 0.0010681152
#     Minimal Delay: 5000
#     Sensor Type: 16
# Gravity: 
#     Resolution: 0.0011901855
#     Minimal Delay: 5000
#     Sensor Type: 9
# Linear Acceleration: 
#     Resolution: 0.0011901855
#     Minimal Delay: 5000
#     Sensor Type: 10
# Rotation Vector: 
#     Resolution: 5.9604645E-8
#     Minimal Delay: 5000
#     Sensor Type: 11
# Significant Motion: 
#     Resolution: 1.0
#     Minimal Delay: -1
#     Sensor Type: 17
# Game Rotation Vector: 
#     Resolution: 5.9604645E-8
#     Minimal Delay: 5000
#     Sensor Type: 15
# sample; timestamp; type; accuracy; data1; ...; dataN
#------------------------------------------------------------------
203; 1419879046396620703; 10; 3; 1.108934; 1.170305; -1.203766
204; 1419879046401656104; 10; 3; 1.411816; 0.880505; -1.264864
205; 1419879046406691504; 10; 3; 1.326516; -0.115120; -1.253347
206; 1419879046411726905; 10; 3; 1.055324; -1.021558; -1.629544
207; 1419879046416762305; 10; 3; 1.227590; -1.333707; -1.950221
208; 1419879046421797705; 10; 3; 1.256565; -1.161452; -2.052393
209; 1419879046426833106; 10; 3; 0.598111; -0.832872; -2.015256
210; 1419879046431868506; 10; 3; -0.408522; -0.338065; -1.348715
211; 1419879046436964942; 10; 3; -1.418094; 0.339951; -0.687735
212; 1419879046442213965; 10; 3; -2.484152; 1.449517; 0.271604
213; 1419879046446974707; 10; 3; -2.456035; 1.430360; 0.271502
214; 1419879046451979590; 10; 3; -2.414412; 1.657760; 0.319056
215; 1419879046457014991; 10; 3; -2.202474; 1.608540; 0.088243
216; 1419879046462202979; 10; 3; -1.818857; 1.411036; -0.342695
217; 1419879046467116309; 10; 3; -1.128622; 1.062527; -0.848110
218; 1419879046472151709; 10; 3; -0.407670; 0.654491; -1.280706
219; 1419879046477187110; 10; 3; 0.966428; 0.099409; -2.166195
220; 1419879046482222510; 10; 3; 1.534081; -0.055587; -2.377308
221; 1419879046487257910; 10; 3; 1.912958; -0.154898; -2.450535
222; 1419879046492293311; 10; 3; 2.107393; -0.231439; -2.450708
223; 1419879046497328711; 10; 3; 2.082267; -0.208183; -2.129545
224; 1419879046502364112; 10; 3; 1.951341; -0.152267; -1.822792
225; 1419879046507399512; 10; 3; 1.526819; 0.040745; -1.356258
226; 1419879046512434912; 10; 3; 1.002690; 0.149955; -0.876351
227; 1419879046517470313; 10; 3; 0.325703; 0.391471; -0.327256
228; 1419879046522505713; 10; 3; -0.239290; 0.568117; 0.377514
229; 1419879046527541114; 10; 3; -0.522652; 0.753819; 0.893970
230; 1419879046532576514; 10; 3; -0.788252; 0.786428; 1.294385
231; 1419879046537611914; 10; 3; -0.707179; 0.764341; 1.597275
232; 1419879046542647315; 10; 3; -0.532855; 0.583121; 1.684756
233; 1419879046547682715; 10; 3; -0.347365; 0.444789; 1.557925
234; 1419879046552718116; 10; 3; -0.062998; 0.311573; 1.489133
235; 1419879046557753516; 10; 3; 0.193421; 0.232839; 1.280093
236; 1419879046562788916; 10; 3; 0.426172; 0.135759; 1.156407
237; 1419879046567824317; 10; 3; 0.559009; 0.121981; 0.893541
238; 1419879046572859717; 10; 3; 0.693964; 0.084397; 0.716991
239; 1419879046577895118; 10; 3; 0.626769; 0.036315; 0.659245
240; 1419879046582930518; 10; 3; 0.684676; 0.044154; 0.621164
241; 1419879046588026953; 10; 3; 0.538292; -0.010042; 0.806360
242; 1419879046593275977; 10; 3; 0.336588; -0.093274; 0.977839
