# Device Information: 
# Manufacturer:LGE
# Model: Nexus 4
# API-level: 21
# LGE Accelerometer Sensor: 
#     Resolution: 0.0011901855
#     Minimal Delay: 5000
#     Sensor Type: 1
# LGE Magnetometer Sensor: 
#     Resolution: 0.14953613
#     Minimal Delay: 20000
#     Sensor Type: 2
# Orientation: 
#     Resolution: 0.1
#     Minimal Delay: 5000
#     Sensor Type: 3
# LGE Proximity Sensor: 
#     Resolution: 0.10070801
#     Minimal Delay: 50000
#     Sensor Type: 8
# LGE Light Sensor: 
#     Resolution: 0.009994507
#     Minimal Delay: 50000
#     Sensor Type: 5
# LGE Gyroscope Sensor: 
#     Resolution: 0.0010681152
#     Minimal Delay: 5000
#     Sensor Type: 4
# LGE Barometer Sensor: 
#     Resolution: 0.009994507
#     Minimal Delay: 33333
#     Sensor Type: 6
# LGE Magnetometer Sensor: 
#     Resolution: 0.14953613
#     Minimal Delay: 20000
#     Sensor Type: 14
# LGE Gyroscope Sensor: 
#     Resolution: 0.0010681152
#     Minimal Delay: 5000
#     Sensor Type: 16
# Gravity: 
#     Resolution: 0.0011901855
#     Minimal Delay: 5000
#     Sensor Type: 9
# Linear Acceleration: 
#     Resolution: 0.0011901855
#     Minimal Delay: 5000
#     Sensor Type: 10
# Rotation Vector: 
#     Resolution: 5.9604645E-8
#     Minimal Delay: 5000
#     Sensor Type: 11
# Significant Motion: 
#     Resolution: 1.0
#     Minimal Delay: -1
#     Sensor Type: 17
# Game Rotation Vector: 
#     Resolution: 5.9604645E-8
#     Minimal Delay: 5000
#     Sensor Type: 15
# sample; timestamp; type; accuracy; data1; ...; dataN
#------------------------------------------------------------------
225; 1419822856195617928; 10; 3; 0.003189; -0.065394; 0.085307
226; 1419822856200653329; 10; 3; -0.018579; -0.052035; 0.084569
227; 1419822856205688729; 10; 3; 0.073522; -0.068666; 0.047514
228; 1419822856210724129; 10; 3; 0.094029; -0.034449; 0.008480
229; 1419822856215759530; 10; 3; 0.031079; -0.040839; 0.008905
230; 1419822856220794930; 10; 3; 0.081575; -0.016636; 0.027369
231; 1419822856225860848; 10; 3; 0.175349; 0.010773; -0.004912
232; 1419822856230865731; 10; 3; 0.171597; 0.008344; -0.090249
233; 1419822856235931649; 10; 3; 0.182369; -0.040403; -0.183337
234; 1419822856240936532; 10; 3; 0.162717; 0.048566; -0.079288
235; 1419822856245971932; 10; 3; 0.076222; 0.061341; -0.091792
236; 1419822856251007333; 10; 3; 0.060561; 0.019676; -0.150573
237; 1419822856256042733; 10; 3; 0.065360; 0.072033; -0.221221
238; 1419822856261078133; 10; 3; 0.001305; 0.078286; -0.207887
239; 1419822856266144051; 10; 3; -0.052210; 0.031611; -0.164420
240; 1419822856271161156; 10; 3; -0.011338; -0.002443; -0.184802
241; 1419822856276196557; 10; 3; 0.037926; -0.054697; -0.115976
242; 1419822856281231957; 10; 3; 0.081432; -0.017236; -0.151466
243; 1419822856286267357; 10; 3; 0.151480; -0.086115; -0.127091
244; 1419822856291302758; 10; 3; 0.211388; -0.040564; 0.006891
245; 1419822856296338158; 10; 3; 0.258052; -0.043622; 0.038158
246; 1419822856301373558; 10; 3; 0.230379; -0.050218; 0.094244
247; 1419822856306408959; 10; 3; 0.206033; -0.050945; 0.064966
248; 1419822856311474877; 10; 3; 0.251566; -0.088540; 0.127364
249; 1419822856316510277; 10; 3; 0.295415; -0.017085; 0.140040
250; 1419822856321515160; 10; 3; 0.139540; -0.042105; 0.167210
251; 1419822856326550560; 10; 3; 0.146033; -0.016242; 0.176811
252; 1419822856331585961; 10; 3; 0.118185; -0.000221; 0.193845
253; 1419822856336621361; 10; 3; 0.046691; 0.033244; 0.161408
254; 1419822856341656762; 10; 3; 0.044201; 0.009488; 0.041621
255; 1419822856346692162; 10; 3; 0.045807; 0.040066; 0.045923
256; 1419822856351727562; 10; 3; 0.071620; 0.060699; 0.098018
257; 1419822856356762963; 10; 3; 0.023660; 0.016928; 0.164536
258; 1419822856361798363; 10; 3; 0.029271; 0.032254; 0.070041
259; 1419822856366833764; 10; 3; 0.074075; -0.003777; -0.028390
260; 1419822856371869164; 10; 3; 0.057176; 0.032471; -0.096534
261; 1419822856376904564; 10; 3; 0.010713; 0.055448; -0.050467
