# Device Information: 
# Manufacturer:LGE
# Model: Nexus 4
# API-level: 21
# LGE Accelerometer Sensor: 
#     Resolution: 0.0011901855
#     Minimal Delay: 5000
#     Sensor Type: 1
# LGE Magnetometer Sensor: 
#     Resolution: 0.14953613
#     Minimal Delay: 20000
#     Sensor Type: 2
# Orientation: 
#     Resolution: 0.1
#     Minimal Delay: 5000
#     Sensor Type: 3
# LGE Proximity Sensor: 
#     Resolution: 0.10070801
#     Minimal Delay: 50000
#     Sensor Type: 8
# LGE Light Sensor: 
#     Resolution: 0.009994507
#     Minimal Delay: 50000
#     Sensor Type: 5
# LGE Gyroscope Sensor: 
#     Resolution: 0.0010681152
#     Minimal Delay: 5000
#     Sensor Type: 4
# LGE Barometer Sensor: 
#     Resolution: 0.009994507
#     Minimal Delay: 33333
#     Sensor Type: 6
# LGE Magnetometer Sensor: 
#     Resolution: 0.14953613
#     Minimal Delay: 20000
#     Sensor Type: 14
# LGE Gyroscope Sensor: 
#     Resolution: 0.0010681152
#     Minimal Delay: 5000
#     Sensor Type: 16
# Gravity: 
#     Resolution: 0.0011901855
#     Minimal Delay: 5000
#     Sensor Type: 9
# Linear Acceleration: 
#     Resolution: 0.0011901855
#     Minimal Delay: 5000
#     Sensor Type: 10
# Rotation Vector: 
#     Resolution: 5.9604645E-8
#     Minimal Delay: 5000
#     Sensor Type: 11
# Significant Motion: 
#     Resolution: 1.0
#     Minimal Delay: -1
#     Sensor Type: 17
# Game Rotation Vector: 
#     Resolution: 5.9604645E-8
#     Minimal Delay: 5000
#     Sensor Type: 15
# sample; timestamp; type; accuracy; data1; ...; dataN
#------------------------------------------------------------------
193; 1420300352717950655; 10; 3; 0.346988; -0.181855; 0.173594
194; 1420300352722955537; 10; 3; 0.369971; -0.204687; 0.192714
195; 1420300352728021455; 10; 3; 0.270046; -0.154596; 0.203593
196; 1420300352733026338; 10; 3; 0.241800; -0.198811; 0.159619
197; 1420300352738031221; 10; 3; 0.262014; -0.188783; 0.151092
198; 1420300352743127657; 10; 3; 0.332728; -0.147293; 0.158981
199; 1420300352748163057; 10; 3; 0.211270; -0.142059; 0.004288
200; 1420300352753381563; 10; 3; 0.094241; -0.161137; -0.058542
201; 1420300352758233858; 10; 3; 0.014638; -0.135905; -0.101695
202; 1420300352763299776; 10; 3; -0.014936; -0.144917; -0.287402
203; 1420300352768304658; 10; 3; -0.022473; -0.092290; -0.201984
204; 1420300352773309541; 10; 3; 0.072886; -0.152735; -0.287121
205; 1420300352776513887; 10; 3; 0.070655; -0.151880; -0.286552
206; 1420300352781854463; 10; 3; 0.146900; -0.176394; -0.221041
207; 1420300352786889864; 10; 3; 0.184220; -0.233491; -0.219643
208; 1420300352792016817; 10; 3; 0.268070; -0.332493; -0.235948
209; 1420300352797204805; 10; 3; 0.262711; -0.314184; -0.379334
210; 1420300352802392793; 10; 3; 0.146658; -0.326967; -0.454193
211; 1420300352807519746; 10; 3; 0.163963; -0.332528; -0.432855
212; 1420300352812677217; 10; 3; 0.048147; -0.284511; -0.383558
213; 1420300352817865205; 10; 3; 0.111324; -0.305139; -0.297137
214; 1420300352822992158; 10; 3; 0.075055; -0.274284; -0.355374
215; 1420300352828149629; 10; 3; 0.067787; -0.154186; -0.262517
216; 1420300352833276582; 10; 3; 0.050256; -0.153840; -0.259874
217; 1420300352838464571; 10; 3; 0.144609; -0.122211; -0.262919
218; 1420300352843622041; 10; 3; 0.043400; -0.146041; -0.167154
219; 1420300352848962617; 10; 3; 0.097232; -0.135072; -0.156600
220; 1420300352854394746; 10; 3; 0.111343; -0.205773; -0.177308
221; 1420300352858941865; 10; 3; 0.103243; -0.148321; -0.147786
222; 1420300352863946748; 10; 3; 0.143849; -0.131436; -0.126600
223; 1420300352869043184; 10; 3; 0.168067; -0.156363; -0.051633
224; 1420300352874048067; 10; 3; 0.095353; -0.185104; -0.029606
225; 1420300352879052949; 10; 3; 0.099060; -0.170236; -0.124318
226; 1420300352884118867; 10; 3; 0.091037; -0.190165; -0.174109
227; 1420300352889123750; 10; 3; 0.023769; -0.235147; -0.158062
228; 1420300352894159151; 10; 3; 0.064720; -0.236195; -0.049366
229; 1420300352899194551; 10; 3; 0.067638; -0.207619; -0.169891
230; 1420300352904260469; 10; 3; 0.043342; -0.195729; -0.129928
231; 1420300352909326387; 10; 3; 0.006175; -0.163647; -0.221899
232; 1420300352914453340; 10; 3; 0.017673; -0.180211; -0.239020
233; 1420300352919366670; 10; 3; 0.023130; -0.170485; -0.359552
234; 1420300352924402071; 10; 3; 0.074887; -0.199780; -0.172792
235; 1420300352929437471; 10; 3; 0.083916; -0.194432; -0.202838
236; 1420300352934472871; 10; 3; 0.062264; -0.155785; -0.158283
237; 1420300352939477754; 10; 3; 0.018202; -0.203768; -0.031033
238; 1420300352944543672; 10; 3; 0.060827; -0.243272; -0.063185
239; 1420300352949579073; 10; 3; 0.115079; -0.177144; -0.033425
240; 1420300352954614473; 10; 3; 0.154863; -0.164670; -0.059416
241; 1420300352959619356; 10; 3; 0.193303; -0.121378; -0.101972
242; 1420300352964685274; 10; 3; 0.268357; -0.155246; -0.001038
243; 1420300352969720674; 10; 3; 0.219826; -0.169886; -0.071524
244; 1420300352974756074; 10; 3; 0.246103; -0.187900; -0.029361
245; 1420300352977838350; 10; 3; 0.221291; -0.200045; 0.020016
246; 1420300352983270479; 10; 3; 0.229448; -0.184676; 0.014273
247; 1420300352988305879; 10; 3; 0.191249; -0.233487; 0.053766
248; 1420300352993432832; 10; 3; 0.206459; -0.214593; 0.055305
249; 1420300352998590303; 10; 3; 0.092382; -0.143696; 0.028623
250; 1420300353003808809; 10; 3; 0.115197; -0.145510; -0.015534
251; 1420300353008935762; 10; 3; 0.022895; -0.222169; 0.026096
252; 1420300353014093233; 10; 3; 0.040043; -0.146891; -0.006837
253; 1420300353019250703; 10; 3; 0.102379; -0.134874; -0.035821
254; 1420300353024408174; 10; 3; 0.105452; -0.164546; -0.046658
255; 1420300353029565645; 10; 3; 0.128848; -0.143239; -0.077369
256; 1420300353034723115; 10; 3; 0.204520; -0.186152; 0.006085
257; 1420300353039880586; 10; 3; 0.213666; -0.219476; 0.011048
258; 1420300353045038057; 10; 3; 0.265543; -0.231338; 0.007689
259; 1420300353050378633; 10; 3; 0.250899; -0.238441; -0.052558
260; 1420300353055322481; 10; 3; 0.198271; -0.207503; -0.056965
261; 1420300353060357881; 10; 3; 0.194289; -0.224084; 0.078553
262; 1420300353065393282; 10; 3; 0.157992; -0.225079; 0.112568
263; 1420300353070428682; 10; 3; 0.008571; -0.176084; 0.028695
264; 1420300353075464082; 10; 3; -0.145877; -0.148443; -0.113374
265; 1420300353080499483; 10; 3; -0.142837; -0.101740; -0.169924
266; 1420300353085504365; 10; 3; -0.089530; -0.104859; -0.270516
267; 1420300353090570283; 10; 3; 0.004737; -0.181432; -0.303367
268; 1420300353095605684; 10; 3; 0.065904; -0.155684; -0.348069
269; 1420300353100671602; 10; 3; 0.180115; -0.284291; -0.510013
270; 1420300353105676485; 10; 3; 0.271693; -0.303431; -0.653471
271; 1420300353110772920; 10; 3; 0.371993; -0.035477; -3.096883
272; 1420300353115869356; 10; 3; 0.069625; 0.073796; -1.734632
273; 1420300353120752168; 10; 3; -0.375547; -0.620442; -1.022199
274; 1420300353125848604; 10; 3; -0.501952; -0.493877; -0.647648
275; 1420300353130853487; 10; 3; -0.248036; -0.212783; 0.024608
276; 1420300353135858369; 10; 3; -0.212462; -0.006867; 0.394921
277; 1420300353140893770; 10; 3; -0.305589; 0.085287; 0.620152
278; 1420300353145929170; 10; 3; -0.381170; 0.125072; 0.707977
279; 1420300353151056123; 10; 3; -0.312043; 0.114043; 0.597849
280; 1420300353157342744; 10; 3; 0.250158; 0.062216; 0.563630
281; 1420300353160241914; 10; 3; 0.245165; 0.062153; 0.561582
282; 1420300353166040254; 10; 3; 0.268078; 0.011620; 0.647324
283; 1420300353171106172; 10; 3; 0.274200; -0.091523; 0.568984
284; 1420300353176141573; 10; 3; 0.279837; -0.146215; 0.377998
285; 1420300353179315401; 10; 3; 0.248802; -0.126330; 0.182420
286; 1420300353184625459; 10; 3; 0.167736; -0.178465; -0.101279
287; 1420300353189691377; 10; 3; 0.151412; -0.302639; -0.200545
288; 1420300353194848848; 10; 3; 0.304272; -0.349055; -0.178955
289; 1420300353200036836; 10; 3; 0.492883; -0.321809; -0.146607
290; 1420300353205163789; 10; 3; 0.493497; -0.278525; 0.141802
291; 1420300353210321260; 10; 3; 0.377732; -0.316895; 0.444104
292; 1420300353215478731; 10; 3; 0.339725; -0.289783; 0.531716
293; 1420300353220636201; 10; 3; 0.328350; -0.199893; 0.654754
294; 1420300353225793672; 10; 3; 0.228581; -0.253912; 0.754988
295; 1420300353230951143; 10; 3; 0.125055; -0.109450; 0.739531
296; 1420300353236108614; 10; 3; -0.088910; -0.071794; 0.748185
297; 1420300353241266084; 10; 3; -0.256241; -0.008596; 0.609366
298; 1420300353246423555; 10; 3; -0.402136; 0.072300; 0.444621
299; 1420300353251825166; 10; 3; -0.395064; 0.121391; -0.033953
300; 1420300353256738496; 10; 3; -0.124588; 0.019459; -0.357735
301; 1420300353261773897; 10; 3; 0.017492; -0.084981; -0.559869
302; 1420300353266809297; 10; 3; 0.124361; -0.231251; -0.820764
303; 1420300353271814180; 10; 3; 0.623795; -0.367237; -4.462905
